Number,Caller,IT System,Short description,Assignment group,Assigned to,State,Affected CI,Priority,Incident state,Updated,Opened,Severity,Business duration,Duration
INC13264979,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc1ws040n01,51433  SQL Agent - Long Running Jobs (Time) : Job IndexOptimize - USER_DATABASES has been executing for 30 minutes 4",Database Administrators,,Closed,njc1ws040n01,3 - Moderate,Closed,2025-01-13 05:38:02,2025-01-12 04:32:04,3 - Low,28800,90358
INC13264951,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc1ws021n01,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - SYSTEM_DATABASES - FULL has been executing for",Database Administrators,,Closed,njc1ws021n01,3 - Moderate,Closed,2025-01-13 05:38:24,2025-01-12 04:03:26,3 - Low,28800,92098
INC13264941,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc2ws040n02,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 32 ",Database Administrators,,Closed,njc2ws040n02,3 - Moderate,Closed,2025-01-13 05:37:56,2025-01-12 03:49:01,3 - Low,28800,92935
INC13264940,Spotlight Service ,DB Farm - AM Prod,Spotlight notification for njc2ws032n02  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 32 minute,Database Administrators,,Closed,njc2ws032n02,3 - Moderate,Closed,2025-01-13 05:38:23,2025-01-12 03:48:53,3 - Low,28800,92970
INC13264939,AppD Service,,AppDynamics has detected a problem with DB Server [GRDNJCCP2: njc1lx8002.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8002,3 - Moderate,Closed,2025-01-13 05:37:45,2025-01-12 03:48:26,3 - Low,28800,92959
INC13264938,AppD Service,,AppDynamics has detected a problem with DB Server [GRDNJCCP1: njc1lx8001.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8001,3 - Moderate,Closed,2025-01-13 05:38:14,2025-01-12 03:48:22,3 - Low,28800,92992
INC13264937,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc2ws004n02,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 31 ",Database Administrators,,Closed,njc2ws004n02,3 - Moderate,Closed,2025-01-13 05:38:24,2025-01-12 03:47:31,3 - Low,28800,93053
INC13264936,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc1ws040n01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 30 ",Database Administrators,,Closed,njc1ws040n01,3 - Moderate,Closed,2025-01-13 05:38:07,2025-01-12 03:47:03,3 - Low,28800,93064
INC13264911,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC2WS3463N02,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 7",Database Administrators,,Closed,njc2ws3463n02,3 - Moderate,Closed,2025-01-13 05:37:52,2025-01-12 03:08:56,3 - Low,28800,95336
INC13264891,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN2WS014N02,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 2 minutes 24 se",Database Administrators,,Closed,ldn2ws014n02,3 - Moderate,Closed,2025-01-13 05:38:27,2025-01-12 02:33:40,3 - Low,28800,97487
INC13264886,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS045N01,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 13 minutes 26 s",Database Administrators,,Closed,ldn1ws045n01,3 - Moderate,Closed,2025-01-13 05:38:19,2025-01-12 02:29:41,3 - Low,28800,97718
INC13264884,Spotlight Service ,BRS - EM Prod,"DBA Spotlight LDN1WS003N01,51433  SQL Agent - Long Running Jobs (Percent) : Job #ETD_HUB_Parallel_Run has been executing for 13 minutes 23 seconds (2590% of",Database Administrators,,Closed,ldn1ws003n01,3 - Moderate,Closed,2025-01-13 05:38:05,2025-01-12 02:26:20,3 - Low,28800,97905
INC13264617,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS004N01,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 3 minutes 16 se",Database Administrators,,Closed,ldn1ws004n01,3 - Moderate,Closed,2025-01-13 05:38:02,2025-01-11 23:04:31,3 - Low,28800,110011
INC13264598,Spotlight Service ,DB Farm - AP Prod,Spotlight notification for SEO1WS001N01  Monitored Server - Windows Secondary Connection Failure: Connection 'Windows Registry Channel' failed to connect: T,Database Administrators,,Closed,seo1ws001n01,3 - Moderate,Closed,2025-01-13 05:37:51,2025-01-11 22:40:51,3 - Low,28800,111420
INC13255246,AppD Service,,AppDynamics has detected a problem with DB Server [dssldnp: ldn2lx8003-vip.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [crit,Database Administrators,,Closed,ldn2lx8003,3 - Moderate,Closed,2025-01-13 05:37:55,2025-01-11 18:55:43,3 - Low,28800,124932
INC13255199,AppD Service,,AppDynamics has detected a problem with DB Server [TRAX-FIX-Prod]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:38:06,2025-01-11 18:55:35,3 - Low,28800,124951
INC13255146,AppD Service,,AppDynamics has detected a problem with DB Server [DB_FixedIncome_PROD_NJ1PUFITSQL92]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:37:33,2025-01-11 18:55:26,3 - Low,28800,124927
INC13255115,AppD Service,,AppDynamics has detected a problem with DB Server [tmsnjcp_ro: njc2lx8003-vip.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [c,Database Administrators,,Closed,njc2lx8003,3 - Moderate,Closed,2025-01-13 05:38:16,2025-01-11 18:55:17,3 - Low,28800,124979
INC13255114,AppD Service,,AppDynamics has detected a problem with DB Server [TMSLDNCP1: ldn1lx8001.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:38:15,2025-01-11 18:55:09,3 - Low,28800,124986
INC13255113,AppD Service,,AppDynamics has detected a problem with DB Server [DB_FixedIncome_Prod_NJ1PUFITSQL91]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:38:13,2025-01-11 18:55:00,3 - Low,28800,124993
INC13255112,AppD Service,,AppDynamics has detected a problem with DB Server [tmsnjcp_ro: njc2lx8004-vip.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [c,Database Administrators,,Closed,njc2lx8004,3 - Moderate,Closed,2025-01-13 05:37:58,2025-01-11 18:54:55,3 - Low,28800,124983
INC13255111,AppD Service,,AppDynamics has detected a problem with DB Server [TRDNJCCP2: njc1lx8002.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8002,3 - Moderate,Closed,2025-01-13 05:38:00,2025-01-11 18:54:51,3 - Low,28800,124989
INC13255100,AppD Service,,AppDynamics has detected a problem with DB Server [DSSLDNCP2: ldn1lx8002.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:38:25,2025-01-11 18:54:47,3 - Low,28800,125018
INC13255077,AppD Service,,AppDynamics has detected a problem with DB Server [CRPNJCCP1: njc1lx8001.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8001,3 - Moderate,Closed,2025-01-13 05:37:41,2025-01-11 18:54:43,3 - Low,28800,124978
INC13255052,AppD Service,,AppDynamics has detected a problem with DB Server [DSSLDNCP1: ldn1lx8001.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:38:00,2025-01-11 18:54:38,3 - Low,28800,125002
INC13255013,AppD Service,,AppDynamics has detected a problem with DB Server [DB_FixedIncome_PROD_nj1pvfitsql91]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:38:06,2025-01-11 18:54:30,3 - Low,28800,125016
INC13254966,AppD Service,,AppDynamics has detected a problem with DB Server [crsldnp: ldn2lx8001-vip.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [crit,Database Administrators,,Closed,ldn2lx8001,3 - Moderate,Closed,2025-01-13 05:38:08,2025-01-11 18:54:21,3 - Low,28800,125027
INC13254939,AppD Service,,AppDynamics has detected a problem with DB Server [LISA-LME-prod - LDNSQL04]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:37:53,2025-01-11 18:54:17,3 - Low,28800,125016
INC13254938,AppD Service,,AppDynamics has detected a problem with DB Server [TRDNJCCP1: njc1lx8001.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8001,3 - Moderate,Closed,2025-01-13 05:37:31,2025-01-11 18:54:08,3 - Low,28800,125003
INC13254937,AppD Service,,AppDynamics has detected a problem with DB Server [dssldnp: ldn1lx8002.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critical,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:38:19,2025-01-11 18:54:00,3 - Low,28800,125059
INC13254936,AppD Service,,AppDynamics has detected a problem with DB Server [dssldnp: ldn1lx8001.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critical,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:37:30,2025-01-11 18:53:55,3 - Low,28800,125015
INC13254935,AppD Service,,AppDynamics has detected a problem with DB Server [GUIBOS-PRD-GBOSNYKL - us01ubosora01p]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,us01ubosora01p,3 - Moderate,Closed,2025-01-13 05:38:16,2025-01-11 18:53:47,3 - Low,28800,125069
INC13254924,AppD Service,,AppDynamics has detected a problem with DB Server [LCM-PRD-SNGPBLRSQL02]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,sngpblrsql02,5 - Planning,Closed,2025-01-13 05:38:01,2025-01-11 18:53:43,3 - Low,28800,125058
INC13254853,AppD Service,,AppDynamics has detected a problem with DB Server [TSANJCCP2: njc1lx8004.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8004,3 - Moderate,Closed,2025-01-13 05:38:03,2025-01-11 18:53:34,3 - Low,28800,125069
INC13254830,AppD Service,,AppDynamics has detected a problem with DB Server [TSANJCCP1: njc1lx8003.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8003,3 - Moderate,Closed,2025-01-13 05:38:04,2025-01-11 18:53:30,3 - Low,28800,125074
INC13254785,AppD Service,,AppDynamics has detected a problem with DB Server [PSEnterprise-PRD-LDN2WS0620]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:38:14,2025-01-11 18:53:22,3 - Low,28800,125092
INC13254784,AppD Service,,AppDynamics has detected a problem with DB Server [TRDNJCCL1: njc1lx8001.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8001,3 - Moderate,Closed,2025-01-13 05:37:40,2025-01-11 18:53:13,3 - Low,28800,125067
INC13254782,AppD Service,,AppDynamics has detected a problem with DB Server [GUIBOS-PRD-GBOSAPCL - sydguibos1p]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,sydguibos1p,3 - Moderate,Closed,2025-01-13 05:38:27,2025-01-11 18:53:05,3 - Low,28800,125122
INC13254780,AppD Service,,AppDynamics has detected a problem with DB Server [DB_DCM_Prod_NJC2LX7683]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,njc2lx7683,3 - Moderate,Closed,2025-01-13 05:37:58,2025-01-11 18:53:01,3 - Low,28800,125097
INC13254778,AppD Service,,AppDynamics has detected a problem with DB Server [tmsnjcp_ro: njc2lx8004.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [crit,Database Administrators,,Closed,njc2lx8004,3 - Moderate,Closed,2025-01-13 05:37:42,2025-01-11 18:52:56,3 - Low,28800,125086
INC13254764,AppD Service,,AppDynamics has detected a problem with DB Server [TRDNJCCL2: njc1lx8002.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8002,3 - Moderate,Closed,2025-01-13 05:37:59,2025-01-11 18:52:52,3 - Low,28800,125107
INC13254738,AppD Service,,AppDynamics has detected a problem with DB Server [tmsnjcp: njc1lx8003.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [critica,Database Administrators,,Closed,njc1lx8003,3 - Moderate,Closed,2025-01-13 05:38:23,2025-01-11 18:52:48,3 - Low,28800,125135
INC13254710,AppD Service,,AppDynamics has detected a problem with DB Server [TMSLDNCP2: ldn1lx8002.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,,3 - Moderate,Closed,2025-01-13 05:37:37,2025-01-11 18:52:43,3 - Low,28800,125094
INC13254683,AppD Service,,AppDynamics has detected a problem with DB Server [RIMSLDNP - PRD - ldnprmsdb01]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldnprmsdb01,5 - Planning,Closed,2025-01-13 05:38:24,2025-01-11 18:52:39,3 - Low,28800,125145
INC13254654,AppD Service,,AppDynamics has detected a problem with DB Server [tmsnjcp_ro: njc2lx8003.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [crit,Database Administrators,,Closed,njc2lx8003,3 - Moderate,Closed,2025-01-13 05:38:09,2025-01-11 18:52:35,3 - Low,28800,125134
INC13254625,AppD Service,,AppDynamics has detected a problem with DB Server [tmsnjcp: njc1lx8004.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [critica,Database Administrators,,Closed,njc1lx8004,3 - Moderate,Closed,2025-01-13 05:37:52,2025-01-11 18:52:31,3 - Low,28800,125121
INC13254604,AppD Service,,AppDynamics has detected a problem with DB Server [LEPNJCCP2: njc2lx8006.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,njc2lx8006,3 - Moderate,Closed,2025-01-13 05:38:25,2025-01-11 18:52:26,3 - Low,28800,125159
INC13254575,AppD Service,,AppDynamics has detected a problem with DB Server [LEPNJCCP1: njc2lx8005.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,njc2lx8005,3 - Moderate,Closed,2025-01-13 05:37:52,2025-01-11 18:52:22,3 - Low,28800,125130
INC13220959,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for NJC2WS0008N02,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'DatabaseBackup - USER_DATABASES - LOG' failed 1 time bet",Database Administrators,,Closed,njc2ws0008n02,3 - Moderate,Closed,2025-01-13 05:37:50,2025-01-11 15:35:13,3 - Low,28800,136957
INC13198591,Spotlight Service ,DB Farm - AM Prod,Spotlight notification for njc1ws014n01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'njc1ws014n01' : The RPC server is un,Database Administrators,,Closed,njc1ws014n01,3 - Moderate,Closed,2025-01-13 05:37:59,2025-01-11 13:51:25,3 - Low,28800,143194
INC13183763,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN2WS012N02,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 14 minutes 56 s",Database Administrators,,Closed,ldn2ws012n02,3 - Moderate,Closed,2025-01-13 05:37:45,2025-01-11 12:24:11,3 - Low,28800,148414
INC13098935,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS0008N01,51433  SQL Agent - Long Running Jobs (Time) : Job PopulateQMTradeDetail_DeNml has been executing for 31 minutes 51 ",Database Administrators,,Closed,njc1ws0008n01,3 - Moderate,Closed,2025-01-13 05:38:21,2025-01-11 06:14:08,3 - Low,28800,170653
INC13097027,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS021N01,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 59 minutes 59 s",Database Administrators,,Closed,ldn1ws021n01,3 - Moderate,Closed,2025-01-13 05:37:37,2025-01-11 06:01:18,3 - Low,28800,171379
INC13083858,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS3463N01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 33 ",Database Administrators,,Closed,njc1ws3463n01,3 - Moderate,Closed,2025-01-13 05:37:47,2025-01-11 04:34:18,3 - Low,28800,176609
INC13083857,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS0008N01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 32 ",Database Administrators,,Closed,njc1ws0008n01,3 - Moderate,Closed,2025-01-13 05:38:22,2025-01-11 04:34:08,3 - Low,28800,176654
INC13083852,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc1ws005n01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 32 m",Database Administrators,,Closed,njc1ws005n01,3 - Moderate,Closed,2025-01-13 05:38:05,2025-01-11 04:34:02,3 - Low,28800,176643
INC13083680,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC2WS024N02,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 32 m",Database Administrators,,Closed,njc2ws024n02,3 - Moderate,Closed,2025-01-13 05:38:22,2025-01-11 04:33:27,3 - Low,28800,176695
INC13083503,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc1ws040n01,51433  SQL Agent - Long Running Jobs (Time) : Job IndexOptimize - USER_DATABASES has been executing for 30 minutes 3",Database Administrators,,Closed,njc1ws040n01,3 - Moderate,Closed,2025-01-13 05:38:06,2025-01-11 04:31:53,3 - Low,28800,176773
INC13081295,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS065N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn1ws065n01,3 - Moderate,Closed,2025-01-13 05:38:03,2025-01-11 04:07:57,3 - Low,28800,178206
