Netbios Name,Patched,Engineer,Asset Name,IP Addresses,Operating System Category,OS,Operating System Version,Operating System Lifecycle Stage,Time Zone,Last System Boot,Last Logged-In User
SNGPSSFPXY01,Phase 4,TBA,SNGPSSFPXY01,10.202.32.201,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'+08:00,2022-11-05T02:53:41Z,CORP.AD.TULLIB.COM\CORP
NJ1QVBKPXY03,Phase 2,Emmanuel,NJ1QVBKPXY03.lnholdings.com,"10.58.100.53,fe80:0:0:0:60db:8dc0:c8b1:972b",Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5246 64-Bit,1607,EOL,'-05:00,2022-07-16T19:33:52Z,LNHOLDINGS\rlee_adm
SNG1WS0014,Phase 3,Mike,SNG1WS0014,10.202.32.181,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-10-28T22:01:57Z,Administrator
THAPP01,Phase 4,TBA,THAPP01.sg.icap.com,10.245.38.22,Windows / Server,Microsoft Windows Server 2012 Standard 6.2 Build 9200.23771 64-Bit,6.2,EOL,'+08:00,2022-11-05T05:15:10Z,SG.ICAP.COM\sg da 1
NJCMEQTAPP01,#N/A,#N/A,NJCMEQTAPP01,10.137.64.99,Windows / Server,Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-16T08:39:47Z,!tladmin
PWTAILORSRC01,#N/A,#N/A,PWTAILORSRC01.na.ad.tullib.com,10.137.32.88,Windows / Server,Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-12-16T08:37:14Z,NA.AD.TULLIB.COM\pwtailorsrc01admin
AU01WGUIAPP05P,Phase 4,TBA,AU01WGUIAPP05P,10.241.32.26,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-11-05T03:59:03Z,GLOBAL.ICAP.COM\GBL DA 1
NJ1CVCITXSTF01,Phase 4,TBA,nj1cvcitxstf01.LNHOLDINGS.com,"10.78.100.181,fe80:0:0:0:ad12:f1be:daab:bcb8",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:18:32Z,LNHOLDINGS.COM\jhilaire
EC2AMAZ-MHMRCM8,#N/A,#N/A,EC2AMAZ-MHMRCM8,10.16.75.250,Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5291 64-Bit,1607,EOL,UTC,2022-09-02T22:31:03Z,Administrator
NJC1WS2685,#N/A,#N/A,NJC1WS2685,10.161.72.68,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2023-01-10T09:29:50Z,Administrator
SG1SMANMBS01,Phase 4,TBA,SG1SMANMBS01,10.202.34.52,Windows / Server,Microsoft Windows Server 2012 R2 Datacenter 6.3 64-Bit,6.3,EOL,'+08:00,2022-08-13T05:22:15Z,CORP.AD.TULLIB.COM\dyeo
LDN2WS9948,Phase 3,Jeff,LDN2WS9948,10.91.75.138,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-10-29T02:57:03Z,Administrator
LDN2WS0258,Phase 4,TBA,LDN2WS0258,10.91.128.82,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-05T09:10:14Z,CORP\ldn2ws0258_dnamgr
NJCPEGTIMP01,#N/A,#N/A,NJCPEGTIMP01,10.138.32.135,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25740 64-Bit,6.1,EOL/EOS,'-05:00,2022-10-01T02:42:18Z,na\!lqdsupport
LDN2WS9947,Phase 3,Jeff,LDN2WS9947,10.91.75.10,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-10-29T02:54:22Z,Administrator
LDN1WS9814,Phase 4,TBA,LDN1WS9814,10.90.81.32,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3165 64-Bit,1809,GA,UTC,2023-01-22T19:01:25Z,CORP\b_cerdeno-a
LDN1WS9869,Phase 4,TBA,LDN1WS9869,10.90.80.242,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+04:00,2022-12-27T03:29:08Z,EMEALNESA
LDN2WS9875,Phase 4,TBA,LDN2WS9875,10.91.80.157,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-05T04:39:00Z,EMEALNESA
BRZPINFTMS03,Phase 3,John,BRZPINFTMS03.na.ad.tullib.com,10.182.32.46,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-03:00,2023-01-21T18:24:37Z,BRZPINFTMS03\AMERLESA-BRZ
EC2AMAZ-2ASOU13,#N/A,#N/A,EC2AMAZ-2ASOU13,10.16.75.238,Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5125 64-Bit,1607,EOL,UTC,2022-07-25T08:39:57Z,Administrator
USEDDMPRODS2,#N/A,#N/A,USEDDMPRODS2.us.icap.com,10.10.48.116,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-03-12T17:10:48Z,ICAP\ji_mariano-a
NJC1WS7009,Phase 3,JV,NJC1WS7009,10.138.32.51,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2023-01-22T22:58:35Z,Administrator
NJC1WS2522,Phase 4,TBA,NJC1WS2522,10.161.72.54,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-12-16T16:52:45Z,Administrator
USHSPXS3,#N/A,#N/A,USHSPXS3.us.icap.com,10.1.58.21,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-12-16T02:19:19Z,US\c_salvesen-a
US00WINFWIN02P,Phase 4,TBA,US00WINFWIN02P,10.1.58.68,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T04:16:03Z,US.ICAP.COM\US DA 1
NJCPINFJIR02,Phase 4,TBA,NJCPINFJIR02.na.ad.tullib.com,10.137.32.81,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2022-12-16T09:33:50Z,NJCPINFJIR02\NJCPINFJIR02Admin
NJCPEQTAPP01,#N/A,#N/A,NJCPEQTAPP01,10.138.32.133,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25712 64-Bit,6.1,EOL/EOS,'-05:00,2022-11-13T20:38:34Z,!tladmin
US00WDBAPPS1,Phase 4,TBA,US00WDBAPPS1,10.1.58.207,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T04:15:50Z,US.ICAP.COM\Prod_Admin
NAEXGCAS2,#N/A,#N/A,NAEXGCAS2.na.ad.tullib.com,10.138.37.144,Windows / Server,Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 Build 7601.25740 64-Bit,6.1,EOL/EOS,'-05:00,2022-02-26T10:18:04Z,rootad\ldnadadmin
HK00WISIAPP01P,Phase 3,Pat,HK00WISIAPP01P,10.236.32.23,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'+08:00,2023-01-21T04:52:20Z,GLOBAL.ICAP.COM\svc_analyticshk
LDN2WS9859,Phase 3,Jeff,LDN2WS9859,"10.91.81.19,169.254.186.141",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-10-29T02:51:04Z,CORP\rjzoilo-a
NJ1CVSQL2N02,Phase 4,TBA,NJ1CVSQL2N02.lnholdings.com,"192.168.254.236,169.254.1.201,10.78.100.236,fe80:0:0:0:1ca:5ba:94c8:99f9,10.78.100.239,10.78.100.237,10.78.100.238",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T15:02:50Z,LNHOLDINGS.COM\cboyt_adm
NJ1PUUAS02,Phase 4,TBA,nj1puuas02,"fe80:0:0:0:4555:32da:fae4:6a9a,169.254.115.79,fe80:0:0:0:15e1:4493:9f3d:734f,172.18.121.180",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2023-01-21T07:08:37Z,otas
GB00WINFWIN02P,Phase 3,Jeff,GB00WINFWIN02P,10.74.32.66,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-10-29T03:02:08Z,GLOBAL.ICAP.COM\pmorgan-a
NJC2WS2950,Phase 4,TBA,NJC2WS2950,10.160.72.105,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-11-02T04:17:29Z,Administrator
USHSEXCASS03,#N/A,#N/A,ushsexcass03.us.icap.com,"10.1.31.104,10.1.31.50",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2023-01-07T15:41:10Z,US\c_salvesen-a
US01WPXEAPP01P,#N/A,#N/A,US01WPXEAPP01P.global.icap.com,10.10.48.89,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2023-01-22T12:01:53Z,GLOBAL\GLOBAL PMS
LDNTMSUAT1,#N/A,#N/A,LDNTMSUAT1,10.75.65.229,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,UTC,2022-06-20T10:40:31Z,EUR\astenhouseadmin
NJCPEGTRGW02,#N/A,#N/A,NJCPEGTRGW02.na.ad.tullib.com,10.137.48.34,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,UTC,2022-12-16T08:37:31Z,!tladmin
USHSSFINMIR01,#N/A,#N/A,USHSSFINMIR01,10.1.24.133,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-16T02:19:33Z,amerlpesa
SG00WINFAPP06P,Phase 4,TBA,SG00WINFAPP06P,10.202.33.40,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'+08:00,2022-08-05T20:18:04Z,GLOBAL.ICAP.COM\gbl da 4
NJ1PVCITWEB03,Phase 4,TBA,nj1pvcitweb03.LNHOLDINGS.com,172.18.121.163,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-17T05:39:21Z,LNHOLDINGS.COM\xenprodadmin
SNG2WS6001,#N/A,#N/A,SNG2WS6001.corp.ad.tullib.com,10.203.47.21,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-06T13:21:45Z,APACLNESA
US00WPXEAPP01S,#N/A,#N/A,US00WPXEAPP01S,10.1.58.99,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T08:42:01Z,Administrator
SYDPVRCLOG01,#N/A,#N/A,SYDPVRCLOG01,10.242.13.10,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20144 64-Bit,6.3,EOL,'+11:00,2022-01-18T00:34:04Z,SYDPVRCLOG01\SRVCREDADMIN
NJC2WS5770,Phase 4,TBA,NJC2WS5770,10.160.72.94,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.2114 64-Bit,1809,GA,'-05:00,2022-12-06T17:53:33Z,Administrator
PWDSTPSMKT1,#N/A,#N/A,PWDSTPSMKT1.na.ad.tullib.com,10.137.32.122,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T08:37:08Z,!tladmin
US00WIMDAPP03P,#N/A,#N/A,US00WIMDAPP03P.us.icap.com,10.1.58.95,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-05-16T10:12:53Z,US.ICAP.COM\IMDAdmin
EUW1WS0024,Phase 3,Jeff,euw1ws0024.corp.ad.tullib.com,10.16.243.120,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-07:00,2022-10-29T09:21:11Z,CORP\gheaney-a
SEOPINFFSH01,Phase 4,TBA,SEOPINFFSH01,10.250.38.22,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+09:00,2023-01-14T03:41:23Z,CORP.AD.TULLIB.COM\apatriciaanne-a
USHSIMDSTAGES7,#N/A,#N/A,USHSIMDSTAGES7,10.1.59.189,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T04:16:21Z,us\imdadmin
USHSPRINTS2,#N/A,#N/A,USHSPRINTS2,"10.1.58.45,fe80:0:0:0:1917:c87:5156:973c",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T04:16:22Z,us\administrator
EC2AMAZ-1AE9749,#N/A,#N/A,EC2AMAZ-1AE9749,10.16.75.239,Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5501 64-Bit,1607,EOL,UTC,2022-12-14T22:55:19Z,Administrator
US01WINFAPP02P,#N/A,#N/A,US01WINFAPP02P,10.10.49.101,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-02-26T06:07:53Z,us\o_srivastava-a
NJ1CVRMAD02,Phase 3,Emmanuel,NJ1CVRMAD02.lnholdings.com,10.78.100.217,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2022-11-05T05:40:58Z,LNHOLDINGS\jhilaire
HK1QVTRDSQL01,#N/A,#N/A,hk1qvtrdsql01.lnholdings.com,"10.70.100.48,fe80:0:0:0:2d64:9e70:c6d8:e654",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20303 64-Bit,6.3,EOL,'+08:00,2022-11-05T14:06:12Z,LNHOLDINGS.COM\emalabre
US00WMONAPP01P,#N/A,#N/A,US00WMONAPP01P,10.1.58.104,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T02:17:54Z,US00WMONAPP01P\AMERLESA
US00WMPEAPP01P,Phase 4,TBA,US00WMPEAPP01P,10.1.59.98,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T04:16:00Z,US.ICAP.COM\IMDAdmin
SG00WNWKAPP01P,Phase 4,TBA,SG00WNWKAPP01P.global.icap.com,"169.254.2.172,fe80:0:0:0:8111:4058:8c50:f37f,10.202.33.57",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-11-05T01:31:30Z,GLOBAL.ICAP.COM\gbl da 4
US00WSQLADM02P,#N/A,#N/A,US00WSQLADM02P,10.1.58.109,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2023-01-21T07:00:32Z,US\US PMS
US00WCTXAPP11P,#N/A,#N/A,US00WCTXAPP11P,10.1.58.86,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25740 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T01:44:19Z,us\administrator
US00WRPTAPP01P,#N/A,#N/A,US00WRPTAPP01P,10.1.58.13,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T04:15:54Z,administrator
NJTAILORSRC04,#N/A,#N/A,njtailorsrc04.na.ad.tullib.com,10.138.48.67,Windows / Server,Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-06-11T12:46:29Z,NA.AD.TULLIB.COM\NJTAILORSRC04admin
USHSSFINMIR04,#N/A,#N/A,USHSSFINMIR04,10.1.59.146,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25924,6.1,EOL/EOS,'-05:00,2022-12-16T08:37:33Z,US\Administrator
EUW1WS0109,Phase 3,Ian,euw1ws0109.ebdev.tpebroking.com,10.16.20.182,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20144 64-Bit,6.3,EOL,'-07:00,2022-05-18T15:11:03Z,ebdev.tpebroking.com\dmcatamney-a
LDN1WS9863,Phase 3,Jeff,LDN1WS9863.corp.ad.tullib.com,10.90.81.26,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-12-27T02:19:23Z,CORP\ji_mariano-a
NJCPTLRSRC05,Phase 4,TBA,NJCPTLRSRC05.na.ad.tullib.com,10.138.48.19,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T14:52:59Z,NA.AD.TULLIB.COM\NJCPTLRSRC05admin
USBHBESAS,#N/A,#N/A,USBHBESAS,"fe80:0:0:0:393f:e74f:8689:cf71,10.10.48.76",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-03-12T14:23:38Z,US.ICAP.COM\besadmin2010
NJC2WS3602,Phase 4,TBA,NJC2WS3602,10.160.72.198,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2023-01-06T11:45:46Z,Administrator
PWTAILORSRC04,#N/A,#N/A,pwtailorsrc04.na.ad.tullib.com,10.137.32.92,Windows / Server,Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-12-16T08:37:08Z,!tladmin
NJ1PVALDNFI01,Phase 4,TBA,nj1pvaldnfi01.lnholdings.com,"172.18.104.88,fe80:0:0:0:8510:4769:5b0f:898b",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:19:34Z,corp.ad.tullib.com\lsingh
NJCPSMOWEB03,Phase 3,Radny,NJCPSMOWEB03.na.ad.tullib.com,10.144.32.43,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2022-10-30T08:11:34Z,NAEBsysadmin
NJCPINFSCM02,Phase 3,John,NJCPINFSCM02.corp.ad.tullib.com,10.137.32.23,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:35:00Z,CORP.AD.TULLIB.COM\gheaney-a
USICAPDCS06,#N/A,#N/A,USICAPDCS06,10.1.59.13,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T02:16:56Z,us.icap.com\c_salvesen-a
USICAPDCS03,#N/A,#N/A,USICAPDCS03,10.1.59.11,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T04:02:18Z,US\us
LDNTMSTEST1,#N/A,#N/A,LDNTMSTEST1.eur.ad.tullib.com,10.75.65.228,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,UTC,2022-08-15T13:49:49Z,EUR.AD.TULLIB.COM\DTucker
NJ1PVIRMON01,Phase 4,TBA,nj1pvirmon01.lnholdings.com,"172.18.110.37,fe80:0:0:0:e086:e02b:7278:3e58",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T01:41:48Z,corp.ad.tullib.com\lsingh
NJC2WS1328,Phase 4,TBA,NJC2WS1328,10.160.72.243,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.2114 64-Bit,1809,GA,'-05:00,2022-11-18T00:47:02Z,Administrator
LDNPLUXADM01,Phase 3,Pat,LDNPLUXADM01,10.72.32.52,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-10-29T05:58:13Z,EUR.AD.TULLIB.COM\rbinas-a
USICAPDCS04,#N/A,#N/A,USICAPDCS04,10.1.59.12,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T02:18:44Z,US\Administrator
NJ1PVPORT02,Phase 4,TBA,nj1pvport02.lnholdings.com,"fe80:0:0:0:a041:d607:17f4:7fe2,172.18.104.121",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:18:52Z,LNHOLDINGS.COM\m_huertas
SYDPBAUD04,Phase 4,TBA,SYDPBAUD04,10.242.32.60,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'+11:00,2022-08-05T19:07:29Z,APAC.AD.TULLIB.COM\pb5 aud admin
LDNPDMSCAL01,Phase 4,TBA,LDNPDMSCAL01,10.72.48.20,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-11-05T02:21:42Z,EUR.AD.TULLIB.COM\MCarterAdmin
NJ1PBTRDSQL01,Phase 4,TBA,nj1pbtrdsql01.lnholdings.com,"169.254.1.162,fe80:0:0:0:94df:f829:b692:ef91,172.18.123.146,172.18.123.147,172.18.123.144,172.18.123.143,172.18.123.148,172.18.123.127",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T20:47:41Z,LNHOLDINGS.COM\sqlroot_prod
TOKPPRBAPP01,Phase 4,TBA,TOKPPRBAPP01.apac.ad.tullib.com,10.254.35.22,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+09:00,2022-10-28T17:22:25Z,APAC.AD.TULLIB.COM\pb5 jpy admin
TOKPINFFSH01,Phase 4,TBA,TOKPINFFSH01.corp.ad.tullib.com,10.254.38.10,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+09:00,2022-11-05T05:30:03Z,CORP.AD.TULLIB.COM\mbabineau-a
EC2AMAZ-U1JD57V,#N/A,#N/A,EC2AMAZ-U1JD57V,10.16.64.176,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.2452 64-Bit,1809,GA,UTC,2022-04-30T09:10:23Z,Unknown
NJDSTPSMKT1,#N/A,#N/A,NJDSTPSMKT1.na.ad.tullib.com,10.138.32.89,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-03-12T18:19:49Z,!tladmin
NJ1PVCRD01,Phase 4,TBA,nj1pvcrd01.lnholdings.com,172.18.104.97,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:20:18Z,LNHOLDINGS.COM\msrops
UK1PVUASSQL03,Phase 3,Emmanuel,uk1pvuassql03,"fe80:0:0:0:8c23:3995:add2:e0d6,172.23.121.56",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2023-01-21T07:22:31Z,otassupport
NJCPUFIEIH04,Phase 4,TBA,NJCPUFIEIH04.na.cipn.com,10.144.32.24,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:34:55Z,NAEBSysAdmin
NJCPSMOAPP04,Phase 4,TBA,NJCPSMOAPP04,10.137.48.41,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:34:39Z,NJCPSMOAPP04\NAEBsysadmin
NJ1CUHYPERV3N02,Phase 4,TBA,NJ1CUHYPERV3N02.LNHOLDINGS.com,"169.254.117.0,fe80:0:0:0:849:37c:5a43:768f,169.254.118.143,fe80:0:0:0:10fa:8f34:ca26:b718,fe80:0:0:0:64d4:6a26:735b:7500,169.254.183.24,10.78.254.146,169.254.2.73,fe80:0:0:0:f844:31a6:d17b:829b,10.78.254.147,10.78.254.32,10.78.254.148",Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2022-11-05T05:36:30Z,LNHOLDINGS\fsadmin
UK1PUCSER01,Phase 3,Emmanuel,UK1PUCSER01,"169.254.34.191,fe80:0:0:0:24cf:b3e0:8114:22bf,172.23.121.70,fe80:0:0:0:1da8:f560:e142:62ef",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2023-01-14T10:00:44Z,Administrator
NJC3WS7001,Phase 4,TBA,NJC3WS7001.lnholdings.com,"10.78.254.200,fe80:0:0:0:e82c:74b4:b86f:357b",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-11-04T20:30:30Z,LNHOLDINGS\emalabre
VAS1WS7001,Phase 4,TBA,VAS1WS7001.lnholdings.com,"10.79.254.200,fe80:0:0:0:d844:a669:dcaf:239d",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-10-13T01:47:55Z,LNHOLDINGS\emalabre
LDNPINF3PRPT,#N/A,#N/A,LDNPINF3PRPT,10.72.40.34,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25712 64-Bit,6.1,EOL/EOS,UTC,2022-02-26T12:08:38Z,EUR\avangoadmin
LDNPGRCAPP01,#N/A,#N/A,LDNPGRCAPP01,10.74.48.167,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-10-29T03:19:18Z,EUR.AD.TULLIB.COM\EUR PMS
NJCPINFBLD01,Phase 4,TBA,NJCPINFBLD01.corp.ad.tullib.com,10.138.40.83,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2022-11-05T13:15:11Z,CORP.AD.TULLIB.COM\achampion-a
